9397	3	-1	Back	Energy Cloak
9398	3	4	Feet	Worn Running Boots
9399	2	6	Ammo	Precision Arrow
9400	3	2	Ranged	Baelog's Shortbow
9401	3	2	One-Hand	Nordic Longshank
9403	3	4	Off Hand	Battered Viking Shield
9404	3	4	Off Hand	Olaf's All Purpose Shield
9406	3	4	Chest	Spirewind Fetter
9407	3	4	Legs	Stoneweaver Leggings
9408	3	2	Two-Hand	Ironshod Bludgeon
9409	3	4	Wrist	Ironaya's Bracers
9410	3	4	Hands	Cragfists
9411	3	4	Shoulder	Rockshard Pauldrons
9412	3	2	Ranged	Galgann's Fireblaster
9413	3	2	Two-Hand	The Rockpounder
9414	3	4	Legs	Oilskin Leggings
9415	3	4	Chest	Grimlok's Tribal Vestments
9416	3	2	Two-Hand	Grimlok's Charge
9418	3	2	Two-Hand	Stoneslayer
9419	3	2	One-Hand	Galgann's Firehammer
9420	3	4	Head	Adventurer's Pith Helmet
9429	3	4	Head	Miner's Hat of the Deep
9430	3	4	Shoulder	Spaulders of a Lost Age
9431	3	4	Head	Papal Fez
9445	3	4	Hands	Grubbis Paws
9446	3	2	One-Hand	Electrocutioner Leg
9447	3	4	Finger	Electrocutioner Lagnut
9448	3	4	Wrist	Spidertank Oilrag
9449	3	2	Two-Hand	Manual Crowd Pummeler
9450	3	4	Feet	Gnomebot Operating Boots
9452	3	2	Two-Hand	Hydrocane
9453	3	2	One-Hand	Toxic Revenger
9454	3	4	Feet	Acidic Walkers
9455	3	4	Wrist	Emissary Cuffs
9456	3	2	Ranged	Glass Shooter
9457	3	2	One-Hand	Royal Diplomatic Scepter
9458	3	4	Off Hand	Thermaplugg's Central Core
9459	3	2	Two-Hand	Thermaplugg's Left Arm
9461	3	4	Finger	Charged Gear
9467	3	2	One-Hand	Gahz'rilla Fang
9469	3	4	Chest	Gahz'rilla Scale Armor
9470	3	4	Head	Bad Mojo Mask
9471	1	-1		Nekrum's Medallion
9473	3	4	Chest	Jinxed Hoodoo Skin
9474	3	4	Legs	Jinxed Hoodoo Kilt
9475	3	2	Two-Hand	Diabolic Skiver
9476	3	4	Shoulder	Big Bad Pauldrons
9477	3	2	Two-Hand	The Chief's Enforcer
9478	3	2	One-Hand	Ripsaw
9479	3	4	Head	Embrace of the Lycan
9480	3	2	Two-Hand	Eyegouger
9481	3	2	Two-Hand	The Minotaur
9482	3	2	Two-Hand	Witch Doctor's Cane
9483	3	2	Ranged	Flaming Incinerator
9484	3	4	Legs	Spellshock Leggings
9485	3	2	One-Hand	Vibroblade
9486	3	2	Two-Hand	Supercharger Battle Axe
9487	3	2	Ranged	Hi-tech Supergun
9488	3	2	One-Hand	Oscillating Power Hammer
9489	2	2	Ranged	Gyromatic Icemaker
9490	3	2	Two-Hand	Gizmotron Megachopper
9491	3	4	Hands	Hotshot Pilot's Gloves
9492	3	4	Head	Electromagnetic Gigaflux Reactivator
9508	3	4	Chest	Mechbuilder's Overalls
9509	3	4	Legs	Petrolspill Leggings
9510	3	4	Feet	Caverndeep Trudgers
9511	3	2	One-Hand	Bloodletter Scalpel
9512	3	-1	Back	Blackmetal Cape
9523	1	-1		Troll Temper
9639	3	2	One-Hand	The Hand of Antu'sul
9640	3	4	Hands	Vice Grips
9641	3	4	Neck	Lifeblood Amulet
10328	3	4	Chest	Scarlet Chestpiece
10329	2	4	Waist	Scarlet Belt
10330	3	4	Legs	Scarlet Leggings
10331	2	4	Hands	Scarlet Gauntlets
10332	3	4	Feet	Scarlet Boots
10333	2	4	Wrist	Scarlet Wristguards
10399	3	4	Chest	Blackened Defias Armor
10403	3	4	Waist	Blackened Defias Belt
10410	3	4	Legs	Leggings of the Fang
10411	3	4	Feet	Footpads of the Fang
10412	3	4	Waist	Belt of the Fang
10413	3	4	Hands	Gloves of the Fang
10441	1	-1		Glowing Shard
10454	2	-1		Essence of Eranikus
10567	3	2	Ranged	Quillshooter
10570	3	2	Two-Hand	Manslayer
10571	3	2	One-Hand	Ebony Boneclub
10572	3	2	Ranged	Freezing Shard
10573	3	2	Two-Hand	Boneslasher
10574	3	4	Head	Corpseshroud
10578	3	4	Feet	Thoughtcast Boots
10581	3	4	Chest	Death's Head Vestment
10582	3	4	Feet	Briar Tredders
10583	3	4	Chest	Quillward Harness
10584	3	4	Hands	Stormgale Fists
10623	3	2	One-Hand	Winter's Bite
10624	3	2	Ranged	Stinging Bow
10625	3	2	One-Hand	Stealthblade
10626	3	2	Two-Hand	Ragehammer
10627	3	2	Two-Hand	Bludgeon of the Grinning Dog
10628	3	2	Two-Hand	Deathblow
10629	3	4	Feet	Mistwalker Boots
10630	3	4	Head	Soulcatcher Halo
10631	3	4	Hands	Murkwater Gauntlets
10632	3	4	Wrist	Slimescale Bracers
10633	3	4	Legs	Silvershell Leggings
10634	3	4	Finger	Mindseye Circle
10660	1	-1		First Mosh'aru Tablet
10661	1	-1		Second Mosh'aru Tablet
10758	3	2	Two-Hand	X'caliboar
10760	3	4	Hands	Swine Fists
10761	3	2	One-Hand	Coldrage Dagger
10762	3	4	Chest	Robes of the Lich
10763	3	4	Head	Icemetal Barbute
10764	3	4	Chest	Deathchill Armor
10765	3	4	Hands	Bonefingers
10766	3	2	Ranged	Plaguerot Sprig
10767	3	4	Off Hand	Savage Boar's Guard
10768	3	4	Waist	Boar Champion's Belt
10769	3	4	Neck	Glowing Eye of Mordresh
10770	3	4	Held In Off-hand	Mordresh's Lifeless Skull
10771	3	4	Waist	Deathmage Sash
10772	3	2	One-Hand	Glutton's Cleaver
10774	3	4	Shoulder	Fleshhide Shoulders
10775	3	4	Chest	Carapace of Tuten'kash
10776	3	-1	Back	Silky Spider Cape
10777	3	4	Hands	Arachnid Gloves
10780	2	4	Finger	Mark of Hakkar
10781	2	4	Chest	Hakkari Breastplate
10782	2	4	Head	Hakkari Shroud
10783	3	4	Shoulder	Atal'ai Spaulders
10784	3	4	Chest	Atal'ai Breastplate
10785	3	4	Legs	Atal'ai Leggings
10786	3	4	Feet	Atal'ai Boots
10787	3	4	Hands	Atal'ai Gloves
10788	3	4	Waist	Atal'ai Girdle
10795	3	4	Finger	Drakeclaw Band
10796	3	4	Held In Off-hand	Drakestone
10797	3	2	One-Hand	Firebreather
10798	3	4	Waist	Atal'alarion's Tusk Ring
10799	3	2	Two-Hand	Headspike
10800	3	4	Wrist	Darkwater Bracers
10801	3	4	Feet	Slitherscale Boots
10802	3	-1	Back	Wingveil Cloak
10803	3	2	One-Hand	Blade of the Wretched
10804	3	2	One-Hand	Fist of the Damned
10805	3	2	One-Hand	Eater of the Dead
10806	3	4	Chest	Vestments of the Atal'ai Prophet
10807	3	4	Legs	Kilt of the Atal'ai Prophet
10808	3	4	Hands	Gloves of the Atal'ai Prophet
10828	3	2	One-Hand	Dire Nail
10829	3	4	Neck	Dragon's Eye
10833	3	4	Head	Horns of Eranikus
10835	3	4	Off Hand	Crest of Supremacy
10836	3	2	Ranged	Rod of Corrosion
10837	3	2	One-Hand	Tooth of Eranikus
10838	3	2	One-Hand	Might of Hakkar
10841	1	-1		Goldthorn Tea
10842	3	4	Legs	Windscale Sarong
10843	3	-1	Back	Featherskin Cape
10844	3	2	Two-Hand	Spire of Hakkar
10845	3	4	Chest	Warrior's Embrace
10846	3	4	Feet	Bloodshot Greaves
10847	4	2	One-Hand	Dragon's Call
11086	3	2	Main Hand	Jang'thraze the Protector
11118	3	4	Finger	Archaedic Stone
11121	3	2	One-Hand	Darkwater Talwar
11140	1	-1		Prison Cell Key
11197	1	-1		Dark Keeper Key
11207	2	-1		Formula: Enchant Weapon - Fiery Weapon
11310	3	4	Shoulder	Flameseer Mantle
11311	3	-1	Back	Emberscale Cape
11325	1	-1		Dark Iron Ale Mug
11382	2	-1		Blood of the Mountain
11602	1	-1		Grim Guzzler Key
11610	3	2	Two-Hand	Plans: Dark Iron Pulverizer
11611	3	2	Two-Hand	Plans: Dark Iron Sunderer
11612	3	4	Chest	Plans: Dark Iron Plate
11614	2	4	Chest	Plans: Dark Iron Mail
11615	2	4	Shoulder	Plans: Dark Iron Shoulders
11623	3	-1	Back	Spritecaster Cape
11624	3	4	Shoulder	Kentic Amice
11625	3	4	Held In Off-hand	Enthralled Sphere
11626	3	-1	Back	Blackveil Cape
11627	3	4	Feet	Fleetfoot Greaves
11628	3	2	Ranged	Houndmaster's Bow
11629	3	2	Ranged	Houndmaster's Rifle
11630	3	6	Ammo	Rockshard Pellets
11631	3	4	Off Hand	Stoneshell Guard
11632	3	4	Shoulder	Earthslag Shoulders
11633	3	4	Chest	Spiderfang Carapace
11634	3	4	Hands	Silkweb Gloves
11635	3	2	One-Hand	Hookfang Shanker
11662	3	4	Waist	Ban'thok Sash
11665	3	4	Hands	Ogreseer Fists
11669	3	4	Finger	Naglering
11675	3	4	Feet	Shadefiend Boots
11677	3	-1	Back	Graverot Cape
11678	3	4	Chest	Carapace of Anub'shiah
11679	3	4	Wrist	Rubicund Armguards
11684	4	2	One-Hand	Ironfoe
11685	3	4	Shoulder	Splinthide Shoulders
11686	3	4	Waist	Girdle of Beastial Fury
11702	3	2	One-Hand	Grizzle's Skinner
11703	3	4	Waist	Stonewall Girdle
11722	3	4	Shoulder	Dregmetal Spaulders
11726	4	4	Chest	Savage Gladiator Chain
11728	3	4	Legs	Savage Gladiator Leggings
11729	3	4	Head	Savage Gladiator Helm
11730	3	4	Hands	Savage Gladiator Grips
11731	3	4	Feet	Savage Gladiator Greaves
11735	3	4	Head	Ragefury Eyepatch
11742	2	-1		Wayfarer's Knapsack
11743	3	2	One-Hand	Rockfist
11744	3	2	One-Hand	Bloodfist
11745	3	4	Hands	Fists of Phalanx
11746	3	4	Head	Golem Skull Helm
11747	3	4	Chest	Flamestrider Robes
11748	3	2	Ranged	Pyric Caduceus
11749	3	4	Legs	Searingscale Leggings
11750	3	2	Two-Hand	Kindling Stave
11751	1	-1		Burning Essence
11752	1	-1		Black Blood of the Tormented
11753	1	-1		Eye of Kajal
11755	3	4	Neck	Verek's Collar
11764	3	4	Wrist	Cinderhide Armsplints
11765	3	4	Wrist	Pyremail Wristguards
11766	3	4	Wrist	Flameweave Cuffs
11767	3	4	Wrist	Emberplate Armguards
11768	3	4	Wrist	Incendic Bracers
11782	3	4	Shoulder	Boreal Mantle
11783	3	4	Waist	Chillsteel Girdle
11784	3	2	Main Hand	Arbiter's Blade
11785	3	4	Off Hand	Rock Golem Bulwark
11786	3	2	Two-Hand	Stone of the Earth
11787	3	4	Feet	Shalehusk Boots
11802	3	4	Legs	Lavacrest Leggings
11803	3	2	Two-Hand	Force of Magma
11805	3	2	One-Hand	Rubidium Hammer
11807	3	4	Waist	Sash of the Burning Heart
11808	4	4	Head	Circle of Flame
11809	3	2	Two-Hand	Flame Wrath
11810	3	4	Trinket	Force of Will
11812	3	-1	Back	Cape of the Fire Salamander
11813	2	4	Trinket	Formula: Smoking Heart of the Mountain
11814	3	4	Hands	Molten Fists
11815	3	4	Trinket	Hand of Justice
11816	3	2	Two-Hand	Angerforge's Battle Axe
11817	3	2	One-Hand	Lord General's Sword
11819	3	4	Trinket	Second Wind
11820	3	4	Chest	Royal Decorated Armor
11821	3	4	Legs	Warstrife Leggings
11822	3	4	Feet	Omnicast Boots
11823	3	4	Legs	Luminary Kilt
11824	3	4	Finger	Cyclopean Band
11825	1	-1		Pet Bombling
11826	1	-1		Lil' Smoky
11827	2	-1		Schematic: Lil' Smoky
11828	2	-1		Schematic: Pet Bombling
11832	3	4	Trinket	Burst of Knowledge
11839	3	4	Head	Chief Architect's Monocle
11840	1	4	Shirt	Master Builder's Shirt
11841	3	4	Legs	Senior Designer's Pantaloons
11842	3	4	Shoulder	Lead Surveyor's Mantle
11920	3	2	One-Hand	Wraith Scythe
11921	3	2	Two-Hand	Impervious Giant
11922	3	2	Main Hand	Blood-etched Blade
11923	3	2	Main Hand	The Hammer of Grace
11924	3	4	Chest	Robes of the Royal Crown
11925	3	4	Head	Ghostshroud
11926	3	4	Chest	Deathdealer Breastplate
11927	3	4	Legs	Legplates of the Eternal Guardian
11928	3	4	Held In Off-hand	Thaurissan's Royal Scepter
11929	3	4	Legs	Haunting Specter Leggings
11930	3	-1	Back	The Emperor's New Cape
11931	3	2	Two-Hand	Dreadforge Retaliator
11932	3	2	Two-Hand	Guiding Stave of Wisdom
11933	3	4	Neck	Imperial Jewel
11934	3	4	Finger	Emperor's Seal
11935	3	4	Held In Off-hand	Magmus Stone
11938	1	-1		Sack of Gems
11945	3	4	Finger	Dark Iron Ring
11946	3	4	Neck	Fire Opal Necklace
12033	1	-1		Thaurissan Family Jewels
12103	3	4	Neck	Star of Mystaria
12219	1	-1		Unadorned Seal of Ascension
12243	3	2	Two-Hand	Smoldering Claw
12335	2	-1		Gemstone of Smolderthorn
12336	2	-1		Gemstone of Spirestone
12337	2	-1		Gemstone of Bloodaxe
12358	1	-1		Darkstone Tablet
12382	2	-1		Key to the City
12462	4	4	Chest	Embrace of the Wind Serpent
12463	3	2	Two-Hand	Drakefang Butcher
12464	3	4	Hands	Bloodfire Talons
12465	3	-1	Back	Nightfall Drape
12466	3	4	Waist	Dawnspire Cord
12470	3	4	Feet	Sandstalker Ankleguards
12471	3	4	Held In Off-hand	Desertwalker Cane
12527	3	2	One-Hand	Ribsplitter
12528	3	2	Two-Hand	The Judge's Gavel
12531	3	2	One-Hand	Searing Needle
12532	3	2	Two-Hand	Spire of the Stoneshaper
12534	1	-1		Omokk's Head
12535	3	2	One-Hand	Doomforged Straightedge
12542	3	4	Chest	Funeral Pyre Vestment
12546	3	4	Wrist	Aristocratic Cuffs
12547	3	4	Hands	Mar Alom's Grip
12549	3	4	Head	Braincage
12550	3	4	Wrist	Runed Golem Shackles
12551	3	-1	Back	Stoneshield Cloak
12552	3	-1	Back	Blisterbane Wrap
12553	3	4	Feet	Swiftwalker Boots
12554	3	4	Hands	Hands of the Exalted Herald
12555	3	4	Feet	Battlechaser's Greaves
12556	3	4	Feet	High Priestess Boots
12557	3	4	Shoulder	Ebonsteel Spaulders
12582	3	2	One-Hand	Keris of Zul'Serak
12583	3	2	Two-Hand	Blackhand Doomsaw
12586	1	-1		Immature Venom Sac
12587	3	4	Head	Eye of Rend
12588	3	4	Shoulder	Bonespike Shoulder
12589	3	4	Waist	Dustfeather Sash
12590	4	2	One-Hand	Felstriker
12592	4	2	Two-Hand	Blackblade of Shahram
12602	3	4	Off Hand	Draconian Deflector
12603	3	4	Chest	Nightbrace Tunic
12604	3	4	Head	Starfire Tiara
12605	3	2	Ranged	Serpentine Skuller
12606	3	4	Waist	Crystallized Girdle
12608	3	-1	Back	Butcher's Apron
12609	3	4	Chest	Polychromatic Visionwrap
12620	3	4	Head	Enchanted Thorium Helm
12621	3	2	One-Hand	Demonfork
12626	3	4	Wrist	Funeral Cuffs
12634	3	4	Waist	Chiselbrand Girdle
12637	3	4	Hands	Backusarian Gauntlets
12651	3	2	Ranged	Blackcrow
12653	3	2	Ranged	Riphook
12654	3	6	Ammo	Doomshot
12696	3	4	Chest	Plans: Demon Forged Breastplate
12709	3	2	One-Hand	Pip's Skinner
12725	3	4	Head	Plans: Enchanted Thorium Helm
12731	4	-1		Pristine Hide of the Beast
12735	2	-1		Frayed Abomination Stitching
12753	2	-1		Skin of Shadow
12777	3	2	One-Hand	Blazing Rapier
12780	1	-1		General Drakkisath's Command
12791	3	2	One-Hand	Barman Shanker
12793	3	4	Chest	Mixologist's Tunic
12806	3	-1		Unforged Rune Covered Breastplate
12811	2	-1		Righteous Orb
12824	2	2	Two-Hand	Plans: Enchanted Battlehammer
12825	2	2	One-Hand	Plans: Blazing Rapier
12827	2	2	Main Hand	Plans: Serenity
12830	1	2	Two-Hand	Plans: Corruption
12833	3	2	Two-Hand	Plans: Hammer of the Titans
12834	3	2	Two-Hand	Plans: Arcanite Champion
12835	3	2	Main Hand	Plans: Annihilator
12837	3	2	Main Hand	Plans: Masterwork Stormhammer
12838	3	2	Two-Hand	Plans: Arcanite Reaper
12839	3	2	One-Hand	Plans: Heartseeker
12840	1	-1		Minion's Scourgestone
12841	1	-1		Invader's Scourgestone
12843	2	-1		Corruptor's Scourgestone
12845	1	-1		Medallion of Faith
12871	4	-1		Chromatic Carapace
12905	3	-1	Back	Wildfire Cape
12926	3	4	Finger	Flaming Band
12927	3	4	Shoulder	Truestrike Shoulders
12929	3	4	Neck	Emberfury Talisman
12930	3	4	Trinket	Briarwood Reed
12935	3	4	Legs	Warmaster Legguards
12936	3	4	Wrist	Battleborn Armbraces
12939	3	2	Off Hand	Dal'Rend's Tribal Guardian
12940	3	2	Main Hand	Dal'Rend's Sacred Charge
12952	3	4	Head	Gyth's Skull
12953	3	4	Head	Dragoneye Coif
12960	3	4	Head	Tribal War Feathers
12963	3	4	Legs	Blademaster Leggings
12964	3	4	Legs	Tristam Legguards
12965	3	4	Legs	Spiritshroud Leggings
12966	3	4	Wrist	Blackmist Armguards
12967	3	-1	Back	Bloodmoon Cloak
12968	3	-1	Back	Frostweaver Cape
12969	3	2	Two-Hand	Seeping Willow
13098	3	4	Finger	Painweaver Band
13141	3	4	Neck	Tooth of Gnarr
13142	3	4	Waist	Brigam Girdle
13143	4	4	Finger	Mark of the Dragon Lord
13148	3	2	Two-Hand	Chillpike
13161	3	2	Two-Hand	Trindlehaven Staff
13162	3	4	Hands	Reiver Claws
